sheet,cell,formula_or_literal,resolved_value
Day 1 - Match 2,D115,"=IF(AND(ISNUMBER(D112),ISNUMBER(D113)),D112-D113-D114,"" "")",0
Day 1 - Match 2,E115,"=IF(AND(ISNUMBER(E112),ISNUMBER(E113)),E112-E113-E114,"" "")",0
Day 1 - Match 2,F115,"=IF(AND(ISNUMBER(F112),ISNUMBER(F113)),F112-F113-F114,"" "")",0
Day 1 - Match 2,G115,"=IF(AND(ISNUMBER(G112),ISNUMBER(G113)),G112-G113-G114,"" "")",0
Day 1 - Match 2,H115,"=IF(AND(ISNUMBER(H112),ISNUMBER(H113)),H112-H113-H114,"" "")",0
Day 1 - Match 2,I115,"=IF(AND(ISNUMBER(I112),ISNUMBER(I113)),I112-I113-I114,"" "")",0
Day 1 - Match 2,J115,"=IF(AND(ISNUMBER(J112),ISNUMBER(J113)),J112-J113-J114,"" "")",0
Day 1 - Match 2,K115,"=IF(ISNUMBER(FIND(""Wins"",K116)), $N$1, IF(ISNUMBER(FIND(""Tie"",K116)), $N$2, $N$3))",1
Day 1 - Match 2,B116,"=IF(AND(ISNUMBER(B109),ISNUMBER(B115)),IF(B115<B109, 0+1, (IF(B115>B109, 0-1, 0))),"" "")",0
Day 1 - Match 2,C116,"=IF(AND(ISNUMBER(C109),ISNUMBER(C115)),IF(C115<C109, +B116+1, (IF(C115>C109, +B116-1, +B116))),"" "")",0
Day 1 - Match 2,D116,"=IF(AND(ISNUMBER(D109),ISNUMBER(D115)),IF(D115<D109, +C116+1, (IF(D115>D109, +C116-1, +C116))),"" "")",0
Day 1 - Match 2,E116,"=IF(AND(ISNUMBER(E109),ISNUMBER(E115)),IF(E115<E109, +D116+1, (IF(E115>E109, +D116-1, +D116))),"" "")",0
Day 1 - Match 2,F116,"=IF(AND(ISNUMBER(F109),ISNUMBER(F115)),IF(F115<F109, +E116+1, (IF(F115>F109, +E116-1, +E116))),"" "")",0
Day 1 - Match 2,G116,"=IF(AND(ISNUMBER(G109),ISNUMBER(G115)),IF(G115<G109, +F116+1, (IF(G115>G109, +F116-1, +F116))),"" "")",0
Day 1 - Match 2,H116,"=IF(AND(ISNUMBER(H109),ISNUMBER(H115)),IF(H115<H109, +G116+1, (IF(H115>H109, +G116-1, +G116))),"" "")",0
Day 1 - Match 2,I116,"=IF(AND(ISNUMBER(I109),ISNUMBER(I115)),IF(I115<I109, +H116+1, (IF(I115>I109, +H116-1, +H116))),"" "")",0
Day 1 - Match 2,J116,"=IF(AND(ISNUMBER(J109),ISNUMBER(J115)),IF(J115<J109, +I116+1, (IF(J115>J109, +I116-1, +I116))),"" "")",0
Day 1 - Match 2,K116,"=IF(ISNUMBER(J116),IF(F116>4,""Wins "" & F116 & "" & 4"",IF(G116>3,""Wins "" & G116 & "" & 3"",IF(H116>2,""Wins "" & H116 & "" & 2"",IF(I116>1,""Wins "" & I116 & "" & 1"",IF(J116>J110,""Wins "" & J116 & "" Up"",IF(J116<J110,""Loss"",""Tie"")))))),"" "")",Tie
Day 1 - Match 2,A118,Match 7,Match 7
Day 1 - Match 2,A119,=A30,David
Day 1 - Match 2,B119,=B30,0
Day 1 - Match 2,C119,=C30,0
Day 1 - Match 2,D119,=D30,0
Day 1 - Match 2,E119,=E30,0
Day 1 - Match 2,F119,=F30,0
Day 1 - Match 2,G119,=G30,0
Day 1 - Match 2,H119,=H30,0
Day 1 - Match 2,I119,=I30,0
Day 1 - Match 2,J119,=J30,0
Day 1 - Match 2,K119,=SUM(B119:J119),0
Day 1 - Match 2,A120,=A31,8
Day 1 - Match 2,B120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(B$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,C120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(C$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,D120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(D$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,E120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(E$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,F120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(F$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,G120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(G$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,H120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(H$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,I120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(I$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,J120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(J$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 1 - Match 2,K120,=SUM(B120:J120),0
Day 1 - Match 2,A121,"=IF((A120-A126)>9,(A120-A126-9),0)",0
Day 1 - Match 2,B121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(B$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,C121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(C$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,D121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(D$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,E121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(E$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,F121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(F$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,G121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(G$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,H121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(H$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,I121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(I$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,J121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(J$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 1 - Match 2,K121,=SUM(B121:J121),0
Day 1 - Match 2,B122,"=IF(AND(ISNUMBER(B119),ISNUMBER(B120)),B119-B120-B121,"" "")",0
Day 1 - Match 2,C122,"=IF(AND(ISNUMBER(C119),ISNUMBER(C120)),C119-C120-C121,"" "")",0
Day 1 - Match 2,D122,"=IF(AND(ISNUMBER(D119),ISNUMBER(D120)),D119-D120-D121,"" "")",0
Day 1 - Match 2,E122,"=IF(AND(ISNUMBER(E119),ISNUMBER(E120)),E119-E120-E121,"" "")",0
Day 1 - Match 2,F122,"=IF(AND(ISNUMBER(F119),ISNUMBER(F120)),F119-F120-F121,"" "")",0
Day 1 - Match 2,G122,"=IF(AND(ISNUMBER(G119),ISNUMBER(G120)),G119-G120-G121,"" "")",0
Day 1 - Match 2,H122,"=IF(AND(ISNUMBER(H119),ISNUMBER(H120)),H119-H120-H121,"" "")",0
Day 1 - Match 2,I122,"=IF(AND(ISNUMBER(I119),ISNUMBER(I120)),I119-I120-I121,"" "")",0
Day 1 - Match 2,J122,"=IF(AND(ISNUMBER(J119),ISNUMBER(J120)),J119-J120-J121,"" "")",0
Day 1 - Match 2,K122,"=IF(ISNUMBER(FIND(""Wins"",K123)), $N$1, IF(ISNUMBER(FIND(""Tie"",K123)), $N$2, $N$3))",1
Day 1 - Match 2,B123,"=IF(AND(ISNUMBER(B122),ISNUMBER(B128)),IF(B122<B128, 0+1, (IF(B122>B128, 0-1, 0))),"" "")",0
Day 1 - Match 2,C123,"=IF(AND(ISNUMBER(C122),ISNUMBER(C128)),IF(C122<C128, +B123+1, (IF(C122>C128, +B123-1, +B123))),"" "")",0
Day 1 - Match 2,D123,"=IF(AND(ISNUMBER(D122),ISNUMBER(D128)),IF(D122<D128, +C123+1, (IF(D122>D128, +C123-1, +C123))),"" "")",0
Day 1 - Match 2,E123,"=IF(AND(ISNUMBER(E122),ISNUMBER(E128)),IF(E122<E128, +D123+1, (IF(E122>E128, +D123-1, +D123))),"" "")",0
Day 1 - Match 2,F123,"=IF(AND(ISNUMBER(F122),ISNUMBER(F128)),IF(F122<F128, +E123+1, (IF(F122>F128, +E123-1, +E123))),"" "")",0
Day 1 - Match 2,G123,"=IF(AND(ISNUMBER(G122),ISNUMBER(G128)),IF(G122<G128, +F123+1, (IF(G122>G128, +F123-1, +F123))),"" "")",0
Day 1 - Match 2,H123,"=IF(AND(ISNUMBER(H122),ISNUMBER(H128)),IF(H122<H128, +G123+1, (IF(H122>H128, +G123-1, +G123))),"" "")",0
Day 1 - Match 2,I123,"=IF(AND(ISNUMBER(I122),ISNUMBER(I128)),IF(I122<I128, +H123+1, (IF(I122>I128, +H123-1, +H123))),"" "")",0
Day 1 - Match 2,J123,"=IF(AND(ISNUMBER(J122),ISNUMBER(J128)),IF(J122<J128, +I123+1, (IF(J122>J128, +I123-1, +I123))),"" "")",0
Day 1 - Match 2,K123,"=IF(ISNUMBER(J123),IF(F123>4,""Wins "" & F123 & "" & 4"",IF(G123>3,""Wins "" & G123 & "" & 3"",IF(H123>2,""Wins "" & H123 & "" & 2"",IF(I123>1,""Wins "" & I123 & "" & 1"",IF(J123>J129,""Wins "" & J123 & "" Up"",IF(J123<J129,""Loss"",""Tie"")))))),"" "")",Tie
Day 1 - Match 2,A125,=A34,Tony
Day 1 - Match 2,B125,=B34,0
Day 1 - Match 2,C125,=C34,0
Day 1 - Match 2,D125,=D34,0
Day 1 - Match 2,E125,=E34,0
Day 1 - Match 2,F125,=F34,0
Day 1 - Match 2,G125,=G34,0
Day 1 - Match 2,H125,=H34,0
Day 1 - Match 2,I125,=I34,0
Day 1 - Match 2,J125,=J34,0
Day 1 - Match 2,K125,=SUM(B125:J125),0
Day 1 - Match 2,A126,=A35,8
Day 1 - Match 2,B126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(B$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,C126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(C$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,D126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(D$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,E126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(E$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,F126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(F$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,G126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(G$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,H126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(H$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,I126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(I$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,J126,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(J$4,$B$4:$J$4,1))<=($A126-$A120),1,0),"""")",0
Day 1 - Match 2,K126,=SUM(B126:J126),0
Day 1 - Match 2,A127,"=IF((A126-A120)>9,(A126-A120-9),0)",0
Day 1 - Match 2,B127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(B$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,C127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(C$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,D127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(D$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,E127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(E$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,F127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(F$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,G127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(G$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,H127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(H$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,I127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(I$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,J127,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(J$4,$B$4:$J$4,1))<=($A127-$A121),1,0),"""")",0
Day 1 - Match 2,K127,=SUM(B127:J127),0
Day 1 - Match 2,B128,"=IF(AND(ISNUMBER(B125),ISNUMBER(B126)),B125-B126-B127,"" "")",0
Day 1 - Match 2,C128,"=IF(AND(ISNUMBER(C125),ISNUMBER(C126)),C125-C126-C127,"" "")",0
Day 1 - Match 2,D128,"=IF(AND(ISNUMBER(D125),ISNUMBER(D126)),D125-D126-D127,"" "")",0
Day 1 - Match 2,E128,"=IF(AND(ISNUMBER(E125),ISNUMBER(E126)),E125-E126-E127,"" "")",0
Day 1 - Match 2,F128,"=IF(AND(ISNUMBER(F125),ISNUMBER(F126)),F125-F126-F127,"" "")",0
Day 1 - Match 2,G128,"=IF(AND(ISNUMBER(G125),ISNUMBER(G126)),G125-G126-G127,"" "")",0
Day 1 - Match 2,H128,"=IF(AND(ISNUMBER(H125),ISNUMBER(H126)),H125-H126-H127,"" "")",0
Day 1 - Match 2,I128,"=IF(AND(ISNUMBER(I125),ISNUMBER(I126)),I125-I126-I127,"" "")",0
Day 1 - Match 2,J128,"=IF(AND(ISNUMBER(J125),ISNUMBER(J126)),J125-J126-J127,"" "")",0
Day 1 - Match 2,K128,"=IF(ISNUMBER(FIND(""Wins"",K129)), $N$1, IF(ISNUMBER(FIND(""Tie"",K129)), $N$2, $N$3))",1
Day 1 - Match 2,B129,"=IF(AND(ISNUMBER(B122),ISNUMBER(B128)),IF(B128<B122, 0+1, (IF(B128>B122, 0-1, 0))),"" "")",0
Day 1 - Match 2,C129,"=IF(AND(ISNUMBER(C122),ISNUMBER(C128)),IF(C128<C122, +B129+1, (IF(C128>C122, +B129-1, +B129))),"" "")",0
Day 1 - Match 2,D129,"=IF(AND(ISNUMBER(D122),ISNUMBER(D128)),IF(D128<D122, +C129+1, (IF(D128>D122, +C129-1, +C129))),"" "")",0
Day 1 - Match 2,E129,"=IF(AND(ISNUMBER(E122),ISNUMBER(E128)),IF(E128<E122, +D129+1, (IF(E128>E122, +D129-1, +D129))),"" "")",0
Day 1 - Match 2,F129,"=IF(AND(ISNUMBER(F122),ISNUMBER(F128)),IF(F128<F122, +E129+1, (IF(F128>F122, +E129-1, +E129))),"" "")",0
Day 1 - Match 2,G129,"=IF(AND(ISNUMBER(G122),ISNUMBER(G128)),IF(G128<G122, +F129+1, (IF(G128>G122, +F129-1, +F129))),"" "")",0
Day 1 - Match 2,H129,"=IF(AND(ISNUMBER(H122),ISNUMBER(H128)),IF(H128<H122, +G129+1, (IF(H128>H122, +G129-1, +G129))),"" "")",0
Day 1 - Match 2,I129,"=IF(AND(ISNUMBER(I122),ISNUMBER(I128)),IF(I128<I122, +H129+1, (IF(I128>I122, +H129-1, +H129))),"" "")",0
Day 1 - Match 2,J129,"=IF(AND(ISNUMBER(J122),ISNUMBER(J128)),IF(J128<J122, +I129+1, (IF(J128>J122, +I129-1, +I129))),"" "")",0
Day 1 - Match 2,K129,"=IF(ISNUMBER(J129),IF(F129>4,""Wins "" & F129 & "" & 4"",IF(G129>3,""Wins "" & G129 & "" & 3"",IF(H129>2,""Wins "" & H129 & "" & 2"",IF(I129>1,""Wins "" & I129 & "" & 1"",IF(J129>J123,""Wins "" & J129 & "" Up"",IF(J129<J123,""Loss"",""Tie"")))))),"" "")",Tie
Day 1 - Match 2,A131,Match 8,Match 8
Day 1 - Match 2,A132,=A32,John
Day 1 - Match 2,B132,=B32,0
Day 1 - Match 2,C132,=C32,0
Day 1 - Match 2,D132,=D32,0
Day 1 - Match 2,E132,=E32,0
Day 1 - Match 2,F132,=F32,0
Day 1 - Match 2,G132,=G32,0
Day 1 - Match 2,H132,=H32,0
Day 1 - Match 2,I132,=I32,0
Day 1 - Match 2,J132,=J32,0
Day 1 - Match 2,K132,=SUM(B132:J132),0
Day 1 - Match 2,A133,=A33,7
Day 1 - Match 2,B133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(B$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,C133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(C$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,D133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(D$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,E133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(E$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,F133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(F$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,G133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(G$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,H133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(H$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,I133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(I$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,J133,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(J$4,$B$4:$J$4,1))<=($A133-$A139),1,0),"""")",0
Day 1 - Match 2,K133,=SUM(B133:J133),0
Day 1 - Match 2,A134,"=IF((A133-A139)>9,(A133-A139-9),0)",0
Day 1 - Match 2,B134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(B$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,C134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(C$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,D134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(D$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,E134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(E$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,F134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(F$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,G134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(G$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,H134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(H$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,I134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(I$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,J134,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(J$4,$B$4:$J$4,1))<=($A134-$A140),1,0),"""")",0
Day 1 - Match 2,K134,=SUM(B134:J134),0
Day 1 - Match 2,B135,"=IF(AND(ISNUMBER(B132),ISNUMBER(B133)),B132-B133-B134,"" "")",0
Day 1 - Match 2,C135,"=IF(AND(ISNUMBER(C132),ISNUMBER(C133)),C132-C133-C134,"" "")",0
Day 1 - Match 2,D135,"=IF(AND(ISNUMBER(D132),ISNUMBER(D133)),D132-D133-D134,"" "")",0
Day 1 - Match 2,E135,"=IF(AND(ISNUMBER(E132),ISNUMBER(E133)),E132-E133-E134,"" "")",0
Day 1 - Match 2,F135,"=IF(AND(ISNUMBER(F132),ISNUMBER(F133)),F132-F133-F134,"" "")",0
Day 1 - Match 2,G135,"=IF(AND(ISNUMBER(G132),ISNUMBER(G133)),G132-G133-G134,"" "")",0
Day 1 - Match 2,H135,"=IF(AND(ISNUMBER(H132),ISNUMBER(H133)),H132-H133-H134,"" "")",0
Day 1 - Match 2,I135,"=IF(AND(ISNUMBER(I132),ISNUMBER(I133)),I132-I133-I134,"" "")",0
Day 1 - Match 2,J135,"=IF(AND(ISNUMBER(J132),ISNUMBER(J133)),J132-J133-J134,"" "")",0
Day 1 - Match 2,K135,"=IF(ISNUMBER(FIND(""Wins"",K136)), $N$1, IF(ISNUMBER(FIND(""Tie"",K136)), $N$2, $N$3))",0
Day 1 - Match 2,B136,"=IF(AND(ISNUMBER(B135),ISNUMBER(B141)),IF(B135<B141, 0+1, (IF(B135>B141, 0-1, 0))),"" "")",-1
Day 1 - Match 2,C136,"=IF(AND(ISNUMBER(C135),ISNUMBER(C141)),IF(C135<C141, +B136+1, (IF(C135>C141, +B136-1, +B136))),"" "")",-1
Day 1 - Match 2,D136,"=IF(AND(ISNUMBER(D135),ISNUMBER(D141)),IF(D135<D141, +C136+1, (IF(D135>D141, +C136-1, +C136))),"" "")",-2
Day 1 - Match 2,E136,"=IF(AND(ISNUMBER(E135),ISNUMBER(E141)),IF(E135<E141, +D136+1, (IF(E135>E141, +D136-1, +D136))),"" "")",-3
Day 1 - Match 2,F136,"=IF(AND(ISNUMBER(F135),ISNUMBER(F141)),IF(F135<F141, +E136+1, (IF(F135>F141, +E136-1, +E136))),"" "")",-4
Day 1 - Match 2,G136,"=IF(AND(ISNUMBER(G135),ISNUMBER(G141)),IF(G135<G141, +F136+1, (IF(G135>G141, +F136-1, +F136))),"" "")",-5
Day 1 - Match 2,H136,"=IF(AND(ISNUMBER(H135),ISNUMBER(H141)),IF(H135<H141, +G136+1, (IF(H135>H141, +G136-1, +G136))),"" "")",-6
Day 1 - Match 2,I136,"=IF(AND(ISNUMBER(I135),ISNUMBER(I141)),IF(I135<I141, +H136+1, (IF(I135>I141, +H136-1, +H136))),"" "")",-6
Day 1 - Match 2,J136,"=IF(AND(ISNUMBER(J135),ISNUMBER(J141)),IF(J135<J141, +I136+1, (IF(J135>J141, +I136-1, +I136))),"" "")",-7
Day 1 - Match 2,K136,"=IF(ISNUMBER(J136),IF(F136>4,""Wins "" & F136 & "" & 4"",IF(G136>3,""Wins "" & G136 & "" & 3"",IF(H136>2,""Wins "" & H136 & "" & 2"",IF(I136>1,""Wins "" & I136 & "" & 1"",IF(J136>J142,""Wins "" & J136 & "" Up"",IF(J136<J142,""Loss"",""Tie"")))))),"" "")",Loss
Day 1 - Match 2,A138,=A36,Spiro
Day 1 - Match 2,B138,=B36,0
Day 1 - Match 2,C138,=C36,0
Day 1 - Match 2,D138,=D36,0
Day 1 - Match 2,E138,=E36,0
Day 1 - Match 2,F138,=F36,0
Day 1 - Match 2,G138,=G36,0
Day 1 - Match 2,H138,=H36,0
Day 1 - Match 2,I138,=I36,0
Day 1 - Match 2,J138,=J36,0
Day 1 - Match 2,K138,=SUM(B138:J138),0
Day 1 - Match 2,A139,=A37,14
Day 1 - Match 2,B139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(B$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",1
Day 1 - Match 2,C139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(C$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",0
Day 1 - Match 2,D139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(D$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",1
Day 1 - Match 2,E139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(E$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",1
Day 1 - Match 2,F139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(F$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",1
Day 1 - Match 2,G139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(G$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",1
Day 1 - Match 2,H139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(H$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",1
Day 1 - Match 2,I139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(I$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",0
Day 1 - Match 2,J139,"=IF(AND(ISNUMBER($A133),ISNUMBER($A139)),IF((RANK(J$4,$B$4:$J$4,1))<=($A139-$A133),1,0),"""")",1
Day 1 - Match 2,K139,=SUM(B139:J139),7
Day 1 - Match 2,A140,"=IF((A139-A133)>9,(A139-A133-9),0)",0
Day 1 - Match 2,B140,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(B$4,$B$4:$J$4,1))<=($A140-$A134),1,0),"""")",0
Day 1 - Match 2,C140,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(C$4,$B$4:$J$4,1))<=($A140-$A134),1,0),"""")",0
Day 1 - Match 2,D140,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(D$4,$B$4:$J$4,1))<=($A140-$A134),1,0),"""")",0
Day 1 - Match 2,E140,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(E$4,$B$4:$J$4,1))<=($A140-$A134),1,0),"""")",0
Day 1 - Match 2,F140,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(F$4,$B$4:$J$4,1))<=($A140-$A134),1,0),"""")",0
Day 1 - Match 2,G140,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(G$4,$B$4:$J$4,1))<=($A140-$A134),1,0),"""")",0
Day 1 - Match 2,H140,"=IF(AND(ISNUMBER($A134),ISNUMBER($A140)),IF((RANK(H$4,$B$4:$J$4,1))<=($A140-$A134),1,0),"""")",0
